1	6.13168908074964e-06
501	2.57607010562345e-06
1001	1.602904753373e-06
1501	8.34759764103638e-06
2001	3.21213565865112e-06
2501	3.34909184348676e-06
3001	7.33930471388856e-06
3501	8.49639212247822e-06
4001	3.33890184226353e-06
4501	8.23911929517239e-06
5001	8.48135220926069e-06
5501	1.00749715613713e-06
6001	2.45253454771033e-06
6501	6.85807212498505e-06
7001	2.28101747718966e-06
7501	2.7186000133073e-06
8001	9.34724111623922e-06
8501	6.69376538728736e-06
9001	4.59525209483504e-06
9501	2.14557973581273e-06
10001	9.30786483941972e-06
10501	2.08886843040818e-06
11001	2.1399707331066e-06
11501	5.38684707406117e-06
12001	9.40316506954748e-06
12501	5.77842207542295e-06
13001	6.00939688369958e-06
13501	6.21788180358149e-06
14001	8.05781240969244e-06
14501	9.2643438298637e-06
15001	2.96058752027014e-06
15501	3.48863571034884e-06
16001	4.3097374069388e-06
16501	5.32895465467311e-06
17001	4.07830452072201e-06
17501	6.28994391098618e-06
18001	5.99470250662416e-06
18501	7.97774206368066e-06
19001	5.24540925846808e-06
19501	3.65095110359555e-06
20001	7.36853988838894e-06
20501	5.49156414838741e-06
21001	4.33734334458876e-06
21501	7.02641959912656e-06
22001	5.96083199973404e-06
22501	1.28133931848453e-06
23001	9.2775870432402e-06
